"year","Wine_mhl","tm_fl_y1_c15","tm_fl_y1_b10","tm_fl_y1_a10","tm_fl_y0_b10","tm_fl_y0_a10","tm_bb_y0_a15","tm_bb_y0_a30","tm_sm_y1_c20","tm_sm_y0_a20","tm_sm_y0_b20","tm_hv_y1_c10","tm_hv_y1_b20","tn_hv_y0_a30","tm.days.less.15_fl_y1_c15","tm.days.less.15_fl_y1_b15","days_minTemp.less.0_bb_y1_c20","days.minTemp.less.0_bb_y1_a30","days.minTemp.less.0_fl_y1_a10","days.maxTemp.above.35_fl_y1_a10","days.maxTemp.above.35_fl_y1_a20","days.tempMax.above.35_sm_y1_b20","days.maxTemp.above.35_sm_y1_a20","rf_fl_y1_a10","rf_hv_y1_b10","rf_hv_y1_a10","days.rf.above.1mm_fl_y1_c15","days.rf.above.1mm_fl_y1_a20","days.rf.above.1mm_sm_y1_b20","days.rf.above.1mm_sm_y1_a20","days.rf.above.1mm_hv_y1_c10","days.rf.above.1mm_hv_y1_a10","iaf_bb_y1_c10","iaf_fl_y1_b10","iaf_fl_y1_b20","iaf_fl_y1_b30","iaf_fl_y1_a10","iaf_hv_y1_c10","iaf_fl_y0_b10","iaf_fl_y0_b20","iaf_fl_y0_b30","iaf_fl_y0_a10","swa_fl_y1_a15","swa_fl_y1_a30","swa_hv_y1_b20","swa_hv_y1_a20","swa_hv_y0_a15","swa_hv_y0_a20","sw.less.15wp_fl_y1_a10","sw.less.15wp_fl_y1_a20","sw.less.15wp_sm_y1_a10","sw.less.15wp_sm_y1_a20","sw.less.15wp_hv_y1_b20","sw.less.15wp_hv_y1_a20","sw.less.15wp_fl_y0_a10","sw.less.15wp_fl_y0_a20","sw.above.09fc_fl_y1_a10","sw.above.09fc_fl_y1_a20","sw.above.09fc_fl_y0_a10","sw.above.09fc_fl_y0_a20"
1974,2605,18.43,19.675,18.315,18.035,20.865,13.0733333333333,13.1533333333333,17.6309523809524,16.9,21.8575,10.3681818181818,13.2925,13.5616666666667,0,0,0,0,0,0,0,0,0,0,5,5.6,0,9,1,7,4,2,0.0827968574359501,2.20752582164041,1.94041535061023,1.62198124667054,2.41198600605478,0,2.22181124364877,2.05338133626517,1.85359472061988,2.43600627698255,113.536716848033,166.710660482509,91.6219251901719,88.2462314071366,223.992200779262,227.329366400405,10,20,10,20,20,20,10,20,10,20,10,20
1975,1752.2,17.8333333333333,18.145,18.48,19.675,18.315,12.7566666666667,13.5016666666667,20.8428571428571,16.8475,19.5975,15.6545454545455,18.0775,10.135,2,6,4,0,0,0,0,1,0,1,42.5,27.5,3,1,2,4,8,4,0.0164392587022316,2.05199489029786,1.8441480283278,1.64553972095257,2.33312546427859,0,2.20752582164041,1.94041535061023,1.62198124667054,2.41198600605478,92.8371399915002,89.1287772682342,152.95883178488,206.253167975597,89.4821386429148,88.2462314071366,10,20,10,20,20,20,10,20,10,20,10,20
1976,2483.9,20.3166666666667,19.375,22.105,18.145,18.48,13.9866666666667,14.7383333333333,20.4952380952381,18.795,21.09,15.5909090909091,15.9875,13.6716666666667,0,1,0,0,0,0,0,1,0,0,58.8,143.8,1,0,0,7,5,7,0.101990193055456,2.1515668434783,1.89538389307594,1.65754072879541,2.41353970797326,0.915090909090909,2.05199489029786,1.8441480283278,1.64553972095257,2.33312546427859,81.368365815754,77.4814392687199,133.717381760498,280.87365420958,198.257207846802,206.253167975597,10,20,10,20,20,20,10,20,10,15,10,20
1977,1640.9,17.0766666666667,16.435,17.485,19.375,22.105,11.97,13.8133333333333,19.8571428571429,15.5475,21.4575,15.5318181818182,16.6425,12.2566666666667,3,7,1,0,0,0,0,1,0,9.8,53.6,12.4,2,5,2,9,7,2,0.00205035098231251,2.09836372896016,1.96560887190666,1.81855897494754,2.34187525913164,0,2.1515668434783,1.89538389307594,1.65754072879541,2.41353970797326,108.202901759251,106.517635009699,181.031356883307,264.787916613797,260.930921421557,280.87365420958,10,20,10,20,20,20,10,20,10,20,10,15
1978,1574,16.2933333333333,13.74,18.225,16.435,17.485,11.25,12.4133333333333,21.7047619047619,17.49,21.2675,15.1227272727273,18.335,13.2416666666667,6,9,0,0,0,0,0,2,0,13.8,35.4,0,8,2,3,0,0,0,0,2.08829005515455,1.92690330848264,1.65478680035711,2.3058917901527,0,2.09836372896016,1.96560887190666,1.81855897494754,2.34187525913164,112.077258626444,106.112099377862,76.3291203396366,101.875887746413,259.983192877883,264.787916613797,10,20,10,20,20,20,10,20,10,20,10,20
1979,3288.6,19.0433333333333,18.51,19.45,13.74,18.225,10.7533333333333,12.8166666666667,19.647619047619,17.9725,21.0525,14.5272727272727,16.095,13.775,0,0,0,0,0,0,0,1,0,0,104.7,50.9,2,1,0,1,6,6,0.0187969388026545,2.08091353978133,1.82158945554164,1.57780025977597,2.37241769393405,0,2.08829005515455,1.92690330848264,1.65478680035711,2.3058917901527,119.085187970851,113.389473128178,160.464734810914,272.273682704737,101.058522049933,101.875887746413,10,20,10,20,20,20,10,20,10,20,10,20
1980,1440.2,17.3766666666667,17.955,15.885,18.51,19.45,12.0166666666667,14.1266666666667,21.8690476190476,18.75,20.2275,12.5863636363636,19.42,11.7,5,5,0,0,0,0,0,0,0,40.5,20.5,58.3,6,10,5,0,9,5,0.082314306722218,2.05985590161715,1.87701298897803,1.67760150873343,2.32947937777273,0,2.08091353978133,1.82158945554164,1.57780025977597,2.37241769393405,140.556413124733,134.827228332387,104.621041329984,161.650104432968,272.311378022949,272.273682704737,10,20,10,20,20,20,10,20,10,20,10,20
1981,1788.2,23.9166666666667,21.375,25.55,17.955,15.885,13.99,13.2333333333333,22.352380952381,19.9025,21.495,16.2227272727273,19.9125,13.1583333333333,0,3,0,0,0,3,3,2,0,0,54.5,134.6,2,1,2,2,7,8,0.0552199290519355,2.15276542123638,1.91675829259788,1.70064151421282,2.46205308024091,2.5165,2.05985590161715,1.87701298897803,1.67760150873343,2.32947937777273,137.93820972753,127.687867260045,50.080672428247,190.467727953932,159.328381874771,161.650104432968,10,20,10,20,20,20,10,20,10,20,10,20
1982,2076.1,16.7033333333333,17.325,16.455,21.375,25.55,12.7633333333333,12.215,20.7333333333333,21.585,22.865,14.6181818181818,20.4575,15.55,3,4,0,0,0,0,0,2,0,18.551,142.675,54.262,6,9,0,1,7,6,0.0660540147569064,2.17569658679874,1.98297102657527,1.83223931698799,2.36464897132456,1.83018181818182,2.15276542123638,1.91675829259788,1.70064151421282,2.46205308024091,106.662334655939,106.058935351563,135.463258146269,253.993972367499,177.612092831767,190.467727953932,10,20,10,20,20,20,10,20,10,20,10,20
1983,1281.7,20.98,21.77,19.935,17.325,16.455,12.5166666666667,14.7416666666667,20.1238095238095,19.3225,21.5,14.9409090909091,19.25,14.2266666666667,0,0,0,0,0,0,0,0,1,0,49.023,11.154,0,0,6,6,2,2,0.0709315118490915,2.11801812138471,1.80030777415037,1.50667017559053,2.41509347839306,0,2.17569658679874,1.98297102657527,1.83223931698799,2.36464897132456,143.811173674749,132.828909089397,95.4190077254829,129.182680251799,243.944903474369,253.993972367499,10,20,10,20,20,20,10,20,10,20,10,20
1984,2014.3,22.3966666666667,21.085,22.65,21.77,19.935,10.7633333333333,11.9733333333333,20.1285714285714,17.6475,19.645,15.1136363636364,15.2325,15.0683333333333,0,6,0,0,0,0,0,0,1,30.212,93.093,68.445,4,6,5,0,3,4,0.204709663820227,2.17313791030494,1.99447660279202,1.87106704821215,2.44550928928743,0,2.11801812138471,1.80030777415037,1.50667017559053,2.41509347839306,131.093241037098,123.564981786768,175.172381781057,279.710543804943,121.937070681778,129.182680251799,10,20,10,20,20,20,10,20,10,20,10,20
1985,2120.9,17.87,16.655,18.125,21.085,22.65,16.54,12.3916666666667,20.2214285714286,22.495,20.0775,20.6818181818182,23.0575,12.3183333333333,1,1,0,0,0,0,0,0,3,5.824,0,33.748,2,3,3,2,4,5,0.0628438345687305,2.16765647592899,1.9893592128454,1.79641829616009,2.38177166297361,2.5165,2.17313791030494,1.99447660279202,1.87106704821215,2.44550928928743,123.837571448058,116.227630967168,42.783050874447,61.2975616713614,264.928900673993,279.710543804943,10,20,10,20,20,20,10,20,10,20,10,20
1986,1469.2,19.23,19.835,18.705,16.655,18.125,12.6566666666667,13.695,19.2285714285714,19.925,19.0525,19.5272727272727,19.5725,17.9616666666667,0,0,1,0,0,0,0,0,0,40.157,0,9.152,1,5,5,7,2,3,0.0269989018542401,2.1534288708571,1.84504393382114,1.49778128875551,2.40672652987421,0.686318181818182,2.16765647592899,1.9893592128454,1.79641829616009,2.38177166297361,114.466949509529,112.105780931033,171.834798392991,147.535095529539,61.2927028794805,61.2975616713614,10,20,10,20,20,20,10,20,10,20,10,20
1987,1635.7,17.33,17.17,18.02,19.835,18.705,9.42666666666667,15.5483333333333,23.5547619047619,21.185,19.1825,22.7045454545455,21.6875,15.5216666666667,1,5,1,0,0,0,0,4,0,9.867,1.742,0,3,10,3,2,0,0,0.0698169354134956,2.2174263020906,2.05940419007257,1.84449539522106,2.39455701818017,2.5165,2.1534288708571,1.84504393382114,1.49778128875551,2.40672652987421,109.097381097716,111.283283992375,61.7388432235771,84.9219161554596,138.73934458595,147.535095529539,10,20,10,20,20,20,10,20,10,20,10,20
1988,589,17.25,17.9,16.635,17.17,18.02,9.86666666666667,16.06,19.7380952380952,21.235,22.34,16.9590909090909,21.0575,20.215,0,3,0,0,0,0,0,0,4,51.779,0,72.397,9,13,1,2,0,4,0.0943677450300445,2.17966553645861,1.99427235001956,1.78586393071953,2.36719866588041,1.37263636363636,2.2174263020906,2.05940419007257,1.84449539522106,2.39455701818017,180.948936090326,175.889670348112,52.6545182302627,103.263194284592,61.3645160899527,84.9219161554596,10,20,10,20,20,20,10,20,10,20,10,20
1989,1965.1,16.9066666666667,17.645,15.715,17.9,16.635,10.7833333333333,13.3733333333333,23.4928571428571,21.9025,20.525,21.1227272727273,21.9375,15.8983333333333,1,0,0,0,0,0,0,8,1,19.591,8.307,5.486,11,10,0,2,2,2,0.0787926606090952,2.1573385253047,1.92739017739356,1.64336758644332,2.35513422139224,2.5165,2.17966553645861,1.99427235001956,1.78586393071953,2.36719866588041,141.568356312507,134.451996614579,44.0825735304097,42.532810660677,81.2481342185418,103.263194284592,10,20,10,20,20,20,10,20,10,20,10,20
1990,2013.8,17.93,15.925,19.56,17.645,15.715,10.86,13.73,22.7833333333333,21.065,24.9125,21.6681818181818,21.965,19.37,2,3,0,0,0,0,0,6,3,14.404,1.456,0,2,4,2,2,0,0,0.255456345695588,2.28738746612772,2.15384766574095,1.91210576785799,2.43576245714199,2.5165,2.1573385253047,1.92739017739356,1.64336758644332,2.35513422139224,98.1503701038099,95.919957436591,50.2966085815549,48.4904667279138,43.4662849109793,42.532810660677,10,20,10,20,20,20,10,20,10,20,10,20
1991,1927.4,19.6733333333333,22.335,16.705,15.925,19.56,14.2033333333333,12.4833333333333,23.5904761904762,20.2475,23.6875,21.7318181818182,21.6475,19.9466666666667,1,0,0,0,0,0,0,0,3,18.681,31.928,3.328,6,4,3,4,3,1,0.159133991494985,2.15735908942896,1.75112786410366,1.40977549792425,2.39664403829654,2.5165,2.28738746612772,2.15384766574095,1.91210576785799,2.43576245714199,107.609885442723,104.060833286364,61.8820335208523,91.9021967536002,44.9791595382213,48.4904667279138,10,20,10,20,20,20,10,20,10,20,10,20
1992,1146.8,16.1166666666667,18.68,14,22.335,16.705,13.74,14.7283333333333,21.1261904761905,18.405,21.615,15.9272727272727,18.49,17.9666666666667,5,0,0,0,0,0,0,2,0,121.069,84.474,0,10,15,3,6,2,0,0.0983247663848368,2.20110958007238,1.91754042099846,1.6091324203513,2.34950308147806,1.83018181818182,2.15735908942896,1.75112786410366,1.40977549792425,2.39664403829654,174.751468824206,175.971761904798,114.092380925841,148.042482912127,80.4098388210958,91.9021967536002,10,20,10,20,20,20,10,20,10,20,10,20
1993,822,19.9566666666667,17.885,20.645,18.68,14,11.7066666666667,16.83,21.197619047619,18.9625,22.45,13.3045454545455,14.3875,13.2116666666667,1,1,0,0,0,0,0,0,1,3.081,240.305,19.825,5,6,0,1,7,2,0.156169102307084,2.25020196529196,2.06647425430016,1.90111441254322,2.44057805183582,0,2.20110958007238,1.91754042099846,1.6091324203513,2.34950308147806,190.578373976243,182.469490587812,237.212570262463,328.080331362887,142.509238096738,148.042482912127,10,20,10,20,20,20,10,20,10,20,10,20
1994,1401.2,20.8966666666667,20.15,20.17,17.885,20.645,11.4366666666667,12.695,20.9380952380952,17.8775,21.5275,19.0954545454545,16.1625,12.6,0,1,0,0,0,0,0,0,0,19.825,25.012,40.456,2,2,4,3,4,7,0.224271813436673,2.221086591346,2.03314171383512,1.87050555593895,2.44853806260496,0.228772727272727,2.25020196529196,2.06647425430016,1.90111441254322,2.44057805183582,170.662401295608,156.62916325649,114.02748775892,162.934553315308,327.100682600464,328.080331362887,10,20,10,20,20,20,10,20,10,20,10,20
1995,1217.9,17.13,19.565,15.1,20.15,20.17,11.44,13.7183333333333,21.8785714285714,23.9475,20.3475,19.2181818181818,23.4725,14.3383333333333,5,3,0,0,0,0,0,2,0,86.736,16.744,45.097,9,10,3,2,5,7,0.257153693746874,2.24356715699136,2.02725842489018,1.89820709165612,2.39082742847093,2.5165,2.221086591346,2.03314171383512,1.87050555593895,2.44853806260496,142.747035125123,137.473854460497,41.3527815947269,80.4443840889669,148.573024232926,162.934553315308,10,20,10,20,20,20,10,20,10,20,10,20
1996,1705.4,19.5466666666667,18.855,21.835,19.565,15.1,16.7366666666667,15.7966666666667,21.4333333333333,19.81,21.79,16.7,19.0825,17.0966666666667,2,5,0,0,0,1,2,0,0,0,37.037,52.832,1,3,0,5,5,5,0.0977429520353118,2.1580507080018,1.94374382569634,1.77777112995999,2.40489435376169,2.5165,2.24356715699136,2.02725842489018,1.89820709165612,2.39082742847093,129.119662536316,121.737155802509,62.6110987043566,110.935195355456,74.2109533529211,80.4443840889669,10,20,10,20,20,20,10,20,10,20,10,20
1997,494.2,17.17,14.58,18.68,18.855,21.835,13.7766666666667,13.7216666666667,23.0357142857143,21.46,22.74,21.2090909090909,21.5375,16.06,6,7,0,0,0,0,0,0,1,45.045,38.987,0,7,11,3,3,0,0,0.261673546338147,2.27711740402941,2.14261857673347,1.8813586145477,2.4206477035932,2.5165,2.1580507080018,1.94374382569634,1.77777112995999,2.40489435376169,141.435356182606,142.000064496957,84.3062515189746,84.512608688466,111.637384402549,110.935195355456,10,20,10,20,20,20,10,20,10,20,10,20
1998,591.3,16.6466666666667,19.47,14.275,14.58,18.68,16.8133333333333,17.3083333333333,23.7404761904762,22.175,22.23,17.9181818181818,23.86,21.2883333333333,6,0,0,0,0,0,0,2,4,75.647,31.941,13.039,9,8,1,1,5,3,0.0488877253199815,2.13143409871927,1.86810875209488,1.64205205189966,2.32844410407841,2.5165,2.27711740402941,2.14261857673347,1.8813586145477,2.4206477035932,211.085451969169,203.261467438586,46.577178217945,89.5348039098603,86.9232417932694,84.512608688466,10,20,10,20,20,20,10,20,10,20,10,20
1999,1271,17.5433333333333,19.345,16.39,19.47,14.275,14.7766666666667,11.4183333333333,20.347619047619,20.56,22.215,16.6045454545455,20.5975,17.2266666666667,2,4,0,0,0,0,0,2,0,17.68,12.454,188.682,6,5,4,5,6,10,0.255632615746351,2.25925805850703,2.08391007487878,1.89160089795404,2.41231479262027,2.5165,2.13143409871927,1.86810875209488,1.64205205189966,2.32844410407841,179.931027543794,163.561924952259,97.4602707279046,221.353519060965,71.0542558597675,89.5348039098603,10,20,10,20,20,20,10,20,10,20,10,20
2000,845.6,17.5066666666667,17.545,17.945,19.345,16.39,15.76,13.21,21.8595238095238,20.43,21.8375,17.0636363636364,20.7375,16.575,3,3,0,0,0,0,1,0,0,11.583,24.557,50.986,6,6,3,4,5,5,0.265620988472832,2.25231188187408,2.09097378799677,1.84799263941713,2.42457890205086,2.5165,2.25925805850703,2.08391007487878,1.89160089795404,2.41231479262027,166.499516624427,152.617899664672,73.292219185591,110.266275607759,216.459019663576,221.353519060965,10,20,10,20,20,20,10,20,10,20,10,20
2001,1359.6,21.73,21.06,20.98,17.545,17.945,11.2233333333333,11.18,21.4190476190476,22.175,21.5875,21.3818181818182,21.3,15.4666666666667,0,1,0,0,0,0,0,0,0,1.586,0,22.932,0,3,1,5,0,3,0.0888647211581692,2.12630822419576,1.86525255312541,1.64489705496638,2.43746661263099,2.5165,2.25231188187408,2.09097378799677,1.84799263941713,2.42457890205086,137.509846635999,128.977349550491,72.3841286990301,77.4046159245688,106.718613483974,110.266275607759,10,20,10,20,20,20,10,20,10,20,10,20
2002,795.7,15.4266666666667,14.955,15.3,21.06,20.98,12.9533333333333,13.02,20.7714285714286,20.0225,21.7175,19.2409090909091,20.0225,18.4383333333333,9,9,0,0,0,0,0,1,1,37.31,118.3,37.661,5,5,2,3,6,4,0.198893821826115,2.22489137997015,2.1151681526122,1.98328032470297,2.37801467727921,2.5165,2.12630822419576,1.86525255312541,1.64489705496638,2.43746661263099,116.349816991585,111.850414616224,104.752662958509,163.240157769637,70.8594557226051,77.4046159245688,10,20,10,20,20,20,10,20,10,20,10,20
2003,838.9,19.4933333333333,17.83,19.665,14.955,15.3,14.8666666666667,13.7416666666667,25.5928571428571,20.8075,21.2625,19.2136363636364,24.2675,17.39,0,1,0,0,0,0,1,1,5,23.218,40.963,6.617,3,4,4,3,3,2,0.254548762250822,2.27451546678298,2.10795174801716,1.93303469296694,2.44957784358058,2.5165,2.22489137997015,2.1151681526122,1.98328032470297,2.37801467727921,132.511955791481,124.545010184569,83.8444269339335,91.9690928364213,162.517257738479,163.240157769637,10,20,10,20,20,20,10,20,10,20,10,20
2004,986.6,19.25,17.825,21.275,17.83,19.665,14.4466666666667,14.175,22.0214285714286,20.1375,21.22,19,20.15,20.2416666666667,0,0,0,0,0,0,0,2,0,0,22.802,2.041,1,0,0,10,2,1,0.0602431729789068,2.15837871201114,1.8865189848413,1.57679075284619,2.41051879754295,2.5165,2.27451546678298,2.10795174801716,1.93303469296694,2.44957784358058,101.417751443967,96.595200668653,107.622468654149,94.653412875514,93.7606515853422,91.9690928364213,10,20,10,20,20,20,10,20,10,20,10,20
2005,942.2,21.71,19.6,23.13,17.825,21.275,10.45,13.1933333333333,22.25,22.78,23.045,19.6727272727273,23.1925,19.5666666666667,0,3,0,0,0,0,2,0,6,0,2.236,34.671,0,2,3,1,4,5,0.373093492685333,2.30942047115503,2.16487550175279,2.01559756093604,2.47173576281214,2.5165,2.15837871201114,1.8865189848413,1.57679075284619,2.41051879754295,99.5353983031793,95.9102807554021,46.0527906141419,63.7735346604074,97.6135437579526,94.653412875514,10,20,10,20,20,20,10,20,10,20,10,20
2006,937.5,22.1107451,20.62921945,21.6470177,19.6,23.13,13.17,14.9983333333333,24.4881683809524,20.945699025,20.95,23.7185817727273,22.6290751,19.8583333333333,0,4,0,0,0,0,0,2,6,0,0,9.906,0,6,1,4,0,2,0.186892828461223,2.20606928093974,1.98836390171005,1.7569632883032,2.44794735022085,2.5165,2.30942047115503,2.16487550175279,2.01559756093604,2.47173576281214,101.485491794143,104.207135946811,66.5359401035833,67.6984242319049,64.659758344177,63.7735346604074,10,20,10,20,20,20,10,20,10,20,10,20
2007,708.7,16.8414666666667,18.73,16.0922,20.62921945,21.6470177,12.8574507333333,15.4443185833333,19.7632447619048,22.06831875,22.970102925,18.5920422727273,22.273125,19.4400227333333,4,5,0,0,0,0,0,3,0,19.26632,0.3,17.59872,8,6,2,3,0,3,0.0922799075736073,2.20737019831385,2.00935745114015,1.78930390852035,2.37493942374091,2.5165,2.20606928093974,1.98836390171005,1.7569632883032,2.44794735022085,111.439390676667,107.05969495994,57.6066668304853,59.3957829916898,57.5072105042732,67.6984242319049,10,20,10,20,20,20,10,20,10,20,10,20
2008,780.6,15.91,15.165,17.280125,18.73,16.0922,9.155154,14.9588708333333,19.6333333333333,19.5,21.34242225,17.5318181818182,18.03,17.2485861666667,3,6,3,0,0,0,0,0,0,0.39166,28.1,18.8,7,3,6,5,0,1,0.0220533313704372,2.13933100677113,1.99905120480458,1.82119087837966,2.33181350908712,2.5165,2.20737019831385,2.00935745114015,1.78930390852035,2.37493942374091,184.870550545678,169.115718574764,96.0200696723146,104.096127949516,57.5535496531125,59.3957829916898,10,20,10,20,20,20,10,20,10,20,10,20
2009,862.9,19.3033333333333,20.46,18.195,15.165,17.280125,10.4533333333333,14.1321808333333,21.5238095238095,21.49274475,19.9225,20.5156890909091,21.49274475,15.68,0,1,0,0,0,0,0,2,2,95.7,0.7,0,5,6,2,5,0,0,0.233037107278351,2.24946645812759,2.0307299701069,1.84461810388989,2.42924355707454,2.5165,2.13933100677113,1.99905120480458,1.82119087837966,2.33181350908712,132.7007446191,124.821582582182,55.4553534064268,45.3424656701623,102.168391975872,104.096127949516,10,20,10,20,20,20,10,20,10,20,10,20
2010,905.8,20.5133333333333,20.225,20.039972,20.46,18.195,11.1966666666667,13.7318778333333,24.1500361904762,22.402367,21.1,21.3045454545455,22.8683305,18.295942,0,6,0,0,0,0,0,6,5,22.3,0,7.42446,3,6,1,0,3,3,0.101046716071011,2.14791901450367,1.9528012584515,1.79603163352286,2.40492996437427,2.5165,2.24946645812759,2.0307299701069,1.84461810388989,2.42924355707454,133.195057362877,130.426936368831,25.3345061555652,25.4501340320068,45.5856856844652,45.3424656701623,10,20,10,20,20,20,10,20,10,20,10,20
2011,807.1,18.687899,16.4868485,21.01,20.225,20.039972,13.9833333333333,15.1009378333333,21.1009335714286,22.012675,22.59025725,20.0012045454545,21.645175,19.4283333333333,3,3,0,0,0,0,0,0,4,15.5,20.04948,3.2,4,4,3,1,6,1,0.139469177998498,2.2494829743543,2.0919236033485,1.85851985909451,2.43379132645088,2.5165,2.14791901450367,1.9528012584515,1.79603163352286,2.40492996437427,121.642654588042,116.090322088181,52.4992765258286,59.2910436516002,25.9894353292093,25.4501340320068,10,20,10,20,20,20,10,20,10,20,10,20
2012,649.5,18.6266666666667,19.05,17.37,16.4868485,21.01,15.96,16.9772828333333,19.9333333333333,21.7525,19.5025,16.4090909090909,21.855,20.9254416666667,1,2,0,0,0,0,0,0,0,22.3,71.8,9.8,7,13,2,4,3,2,0.186618261354813,2.18250963425391,1.97753425931181,1.68303031717762,2.40665266217312,2.28772727272727,2.2494829743543,2.0919236033485,1.85851985909451,2.43379132645088,139.214227294415,133.537883180588,93.9198617528342,140.351290841769,60.9886674915957,59.2910436516002,10,20,10,20,20,20,10,20,10,20,10,20
2013,787.3,17.46,17.16,16.64,19.05,17.37,12.3,13.481539,22.3,22.23,20.0683405,21.2185422727273,23.185,15.7233333333333,3,5,0,0,0,0,0,1,2,10.3,2,0,5,8,2,1,0,0,0.0765934843362348,2.16369442597951,1.99685465523878,1.84441700704626,2.36542207569673,2.5165,2.18250963425391,1.97753425931181,1.68303031717762,2.40665266217312,108.839776306372,107.89057819456,51.954890017487,63.4311872035845,119.94503544358,140.351290841769,10,20,10,20,20,20,10,20,10,20,10,20
2014,688.2,15.8566666666667,19.335,12.55,17.16,16.64,12.2633333333333,15.0216666666667,19.1404761904762,20.135,20.8075,18.5,20.725,19.9201278333333,7,0,0,0,0,0,0,0,0,95.8,175,1.4,6,10,4,4,6,1,0.130699309385494,2.20364213459531,1.9664514497458,1.73532004453015,2.35404700223126,2.5165,2.16369442597951,1.99685465523878,1.84441700704626,2.36542207569673,149.294971501941,141.763003486318,144.961665536762,227.183262676495,46.4640553165096,63.4311872035845,10,20,10,20,20,20,10,20,10,20,10,20
2015,868.9,20.26,20.045,20.675,19.335,12.55,10.6366666666667,15.1883333333333,19.7428571428571,20.6225,20.8425,18.4636363636364,20.29,17.65,0,1,0,0,0,0,0,0,1,0.5,101.7,0.2,0,3,4,9,1,1,0.268269187589229,2.25467058688792,2.04493316482595,1.78261609731405,2.44542750119846,2.5165,2.20364213459531,1.9664514497458,1.73532004453015,2.35404700223126,108.679986579952,108.483834187318,108.736167208762,148.144692511436,208.558994319563,227.183262676495,10,20,10,20,20,20,10,20,10,20,10,20
2016,729.5,18.3766666666667,17.005,19.525,20.045,20.675,13.9133333333333,15.67,25.1714285714286,21.755,20.4025,22.6818181818182,23.1725,17.75,0,0,0,0,0,0,0,8,4,5.3,0,29.2,5,8,0,2,0,1,0.0159046828645356,2.09126326495803,1.88422553714339,1.65736891818416,2.35831452482442,2.5165,2.25467058688792,2.04493316482595,1.78261609731405,2.44542750119846,193.165866941826,181.757206164447,35.184449511966,45.2313563654603,133.309569868303,148.144692511436,10,20,10,20,20,20,10,20,10,20,10,20
2017,967.1,19.3266666666667,16.73,20.835,17.005,19.525,11.48,14.185,21.0357142857143,21.8325,24.26,19.8772727272727,21.7875,18.76,3,3,1,0,0,0,0,0,0,28.6,9,0.4,5,7,3,0,2,1,0.089104067524675,2.17520446277905,1.98484077156514,1.79974596132338,2.40970711278896,2.5165,2.09126326495803,1.88422553714339,1.65736891818416,2.35831452482442,155.962678918307,144.767024965588,44.8345298781056,40.7393662304064,41.5969088382015,45.2313563654603,10,20,10,20,20,20,10,20,10,20,10,20
2018,759.6,15.7066666666667,16.225,16.01,16.73,20.835,15.0066666666667,15.695,23.5190476190476,22.75,21.375,21.9772727272727,23.2475,18.26,3,1,0,0,0,0,1,4,3,46.8,6.6,0.1,12,9,2,2,1,0,0.0229438175118181,2.13847587669981,1.93191467854461,1.67155516177366,2.31979702102029,2.5165,2.17520446277905,1.98484077156514,1.79974596132338,2.40970711278896,147.647387647241,136.291476887427,39.9950578573111,35.4167385924894,40.7848037834729,40.7393662304064,10,20,10,20,20,20,10,20,10,20,10,20
2019,816.4,19.2633333333333,19.26,18.215,16.225,16.01,14.3166666666667,15.83,20.9928571428571,21.4225,22.40765625,20.1363636363636,21.995,20.2733333333333,2,4,0,0,0,0,0,0,1,12.2,0.1,28.4,3,4,5,2,3,3,0.16480710369347,2.22261855376359,2.05820583009096,1.82585561982242,2.43503278687365,2.5165,2.13847587669981,1.93191467854461,1.67155516177366,2.31979702102029,101.93739663795,99.6437672220889,59.139883784076,71.4820675279429,36.6438502769504,35.4167385924894,10,20,10,20,20,20,10,20,10,20,10,20
2020,848.3,19.1833333333333,17.275,21.705,19.26,18.215,11.29,15.1583333333333,25.3095238095238,21.82,19.91,21.9090909090909,21.145,17.1866666666667,1,2,0,0,0,0,0,9,2,0,0,0.1,2,2,1,0,0,0,0.0608822143719163,2.15551420436516,1.94431040940708,1.71399503534031,2.40019573946928,2.5165,2.22261855376359,2.05820583009096,1.82585561982242,2.43503278687365,141.033355806109,130.37112693885,44.2939903881981,43.7900981598774,70.4589877625466,71.4820675279429,10,20,10,20,20,20,10,20,10,20,10,20
2021,893.7,16.92,15.6,17.94,17.275,21.705,12.7333333333333,13.8466666666667,20.8460297619048,21.46327075,24.7875,19.9230495454545,21.715,19.7566666666667,4,7,0,0,0,0,0,0,2,0.09166,53,20.1,1,4,6,1,6,4,0.100431594002525,2.18764237994306,2.0564645142858,1.91592264823636,2.37801487080143,2.5165,2.15551420436516,1.94431040940708,1.71399503534031,2.40019573946928,97.6802253167718,97.7830799054609,61.3027584015122,105.481556353418,36.778848469152,43.7900981598774,10,20,10,20,20,20,10,20,10,20,10,20
