"rule_rank","support_pct","n_years_approx","pvalue","mean_deviation","stdev","direction","n_conditions","sentences","features","condition_3","raw_subgroup"
27,23.6,21,0.0316,115.034,206.285,"above-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 74.2 mm and 101 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
27,23.6,21,0.0316,115.034,206.285,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
27,23.6,21,0.0316,115.034,206.285,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
28,20.2,18,0.0323,130.001,214.261,"above-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 74.2 mm and 101 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
28,20.2,18,0.0323,130.001,214.261,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
28,20.2,18,0.0323,130.001,214.261,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
28,20.2,18,0.0323,130.001,214.261,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
29,20.2,18,0.0332,113.857,155.825,"above-trend",2,"Available soil water in the 15 days after Flowering (current year) is between 360 mm and 380 mm","swa_fl_y1_a15",NA,"swa_fl_y1_a15=[360|380)|days.rf.above.1mm_hv_y1_c10=[0|2.6)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
29,20.2,18,0.0332,113.857,155.825,"above-trend",2,"Wet days (daily rainfall above 1 mm) in a 10-day window centred on Harvest (current year) is between 0 days and 2.6 days","days.rf.above.1mm_hv_y1_c10",NA,"swa_fl_y1_a15=[360|380)|days.rf.above.1mm_hv_y1_c10=[0|2.6)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
29,20.2,18,0.0332,113.857,155.825,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_fl_y1_a15=[360|380)|days.rf.above.1mm_hv_y1_c10=[0|2.6)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
30,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
30,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
30,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
31,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
31,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
31,24.7,22,0.0335,-110.062,204.853,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
32,32.6,29,0.0354,120.7,212.125,"above-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 74.2 mm and 101 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
32,32.6,29,0.0354,120.7,212.125,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
33,21.3,19,0.0354,121.529,207.194,"above-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 74.2 mm and 101 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_hv_y1_c10=[0|2.6)"
33,21.3,19,0.0354,121.529,207.194,"above-trend",2,"Wet days (daily rainfall above 1 mm) in a 10-day window centred on Harvest (current year) is between 0 days and 2.6 days","days.rf.above.1mm_hv_y1_c10",NA,"swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_hv_y1_c10=[0|2.6)"
34,22.5,20,0.0392,135.258,197.086,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days before Start of Maturity (current year) is between 0 days and 2 days","days.rf.above.1mm_sm_y1_b20",NA,"days.rf.above.1mm_sm_y1_b20=[0|2)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
34,22.5,20,0.0392,135.258,197.086,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"days.rf.above.1mm_sm_y1_b20=[0|2)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
35,22.5,20,0.0392,146.033,233.586,"above-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 74.2 mm and 101 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
35,22.5,20,0.0392,146.033,233.586,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
35,22.5,20,0.0392,146.033,233.586,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[74.2|101)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
36,31.5,28,0.0406,-104.506,209.735,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
36,31.5,28,0.0406,-104.506,209.735,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
37,23.6,21,0.0407,109.392,157.153,"above-trend",2,"Mean daily temperature in the 10 days before Flowering (previous year) is between 16 °C and 18 °C","tm_fl_y0_b10",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
37,23.6,21,0.0407,109.392,157.153,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
37,23.6,21,0.0407,109.392,157.153,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
38,20.2,18,0.042,108.231,158.446,"above-trend",2,"Leaf Area Index (IAF) in the 20 days before Flowering (previous year) is between 0.474 m²/m² and 0.517 m²/m²","iaf_fl_y0_b20",NA,"iaf_fl_y0_b20=[0.474|0.517)|iaf_fl_y0_b30=[0.356|0.412)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
38,20.2,18,0.042,108.231,158.446,"above-trend",2,"Leaf Area Index (IAF) in the 30 days before Flowering (previous year) is between 0.356 m²/m² and 0.412 m²/m²","iaf_fl_y0_b30",NA,"iaf_fl_y0_b20=[0.474|0.517)|iaf_fl_y0_b30=[0.356|0.412)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
38,20.2,18,0.042,108.231,158.446,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"iaf_fl_y0_b20=[0.474|0.517)|iaf_fl_y0_b30=[0.356|0.412)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
39,24.7,22,0.043,-116.465,121.783,"below-trend",2,"Mean daily temperature in the 10 days before Flowering (previous year) is between 14.3 °C and 16 °C","tm_fl_y0_b10",NA,"tm_fl_y0_b10=[14.3|16)|iaf_bb_y1_c10=[0|0.00167)"
39,24.7,22,0.043,-116.465,121.783,"below-trend",2,"Leaf Area Index (IAF) in a 10-day window centred on Bud Break (current year) is between 0 m²/m² and 0.00167 m²/m²","iaf_bb_y1_c10",NA,"tm_fl_y0_b10=[14.3|16)|iaf_bb_y1_c10=[0|0.00167)"
40,24.7,22,0.044,97.643,164.403,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Flowering (current year) is between 0 days and 3.33 days","days.rf.above.1mm_fl_y1_a20",NA,"days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
40,24.7,22,0.044,97.643,164.403,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
41,24.7,22,0.044,98.934,183.024,"above-trend",2,"Mean daily temperature in the 10 days before Flowering (previous year) is between 16 °C and 18 °C","tm_fl_y0_b10",NA,"tm_fl_y0_b10=[16|18)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days_minTemp.less.0_bb_y1_c20=[0|0.5)"
41,24.7,22,0.044,98.934,183.024,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"tm_fl_y0_b10=[16|18)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days_minTemp.less.0_bb_y1_c20=[0|0.5)"
41,24.7,22,0.044,98.934,183.024,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"tm_fl_y0_b10=[16|18)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days_minTemp.less.0_bb_y1_c20=[0|0.5)"
41,24.7,22,0.044,98.934,183.024,"above-trend",2,"Frost days (minimum temperature below 0°C) in a 20-day window centred on Bud Break (current year) is between 0 days and 0.5 days","days_minTemp.less.0_bb_y1_c20",NA,"tm_fl_y0_b10=[16|18)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days_minTemp.less.0_bb_y1_c20=[0|0.5)"
42,25.8,23,0.0479,77.763,202.257,"above-trend",2,"Mean daily temperature in the 10 days before Flowering (previous year) is between 16 °C and 18 °C","tm_fl_y0_b10",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
42,25.8,23,0.0479,77.763,202.257,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
42,25.8,23,0.0479,77.763,202.257,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
43,21.3,19,0.0487,104.689,187.449,"above-trend",2,"Available soil water in the 30 days after Flowering (current year) is between 355 mm and 376 mm","swa_fl_y1_a30",NA,"swa_fl_y1_a30=[355|376)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
43,21.3,19,0.0487,104.689,187.449,"above-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_fl_y1_a30=[355|376)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
43,21.3,19,0.0487,104.689,187.449,"above-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_fl_y1_a30=[355|376)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.rf.above.1mm_sm_y1_a20=[0|3.46)"
44,23.6,21,0.0492,-131.033,175.564,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_fl_y1_a20=[7|14]"
44,23.6,21,0.0492,-131.033,175.564,"below-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Flowering (current year) is between 7 days and 14 days","days.rf.above.1mm_fl_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_fl_y1_a20=[7|14]"
45,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
45,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
45,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
45,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
46,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
46,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Wet days (daily rainfall above 1 mm) in the 20 days after Start of Maturity (current year) is between 0 days and 3.46 days","days.rf.above.1mm_sm_y1_a20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
46,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
46,23.6,21,0.0492,-95.908,198.584,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[141|231]|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)|days.tempMax.above.35_sm_y1_b20=[0|3.66)"
47,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
47,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Leaf Area Index (IAF) in a 10-day window centred on Bud Break (current year) is between 0 m²/m² and 0.00167 m²/m²","iaf_bb_y1_c10",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
47,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
47,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days after Flowering (current year) is between 0 days and 1.29 days","days.maxTemp.above.35_fl_y1_a20",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a20=[0|1.29)"
48,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Available soil water in the 20 days before Harvest (current year) is between 141 mm and 231 mm","swa_hv_y1_b20",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
48,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Leaf Area Index (IAF) in a 10-day window centred on Bud Break (current year) is between 0 m²/m² and 0.00167 m²/m²","iaf_bb_y1_c10",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
48,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 20 days before Start of Maturity (current year) is between 0 days and 3.66 days","days.tempMax.above.35_sm_y1_b20",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
48,23.6,21,0.0492,-130.449,204.9,"below-trend",2,"Heat-stress days (maximum temperature above 35°C) in the 10 days after Flowering (current year) is between 0 days and 0.643 days","days.maxTemp.above.35_fl_y1_a10",NA,"swa_hv_y1_b20=[141|231]|iaf_bb_y1_c10=[0|0.00167)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)"
