Ant_sup;pvalue;Kurt;Skew;Mean;Mode;Median;Stdev;Dist;Subgroup
0.280898876404494;0.00433242725187077;0.710881531787252;-0.120341212367089;121.227704187948;-233.435859720803;115.766012938373;151.42076260433;Wine_mhl={ -233.435859720803/1,-133.07973442288/1,-96.118236295539/1,-1.39186244467055/1,37.1695131086151/1,41.0992645556698/1,42.9272659176039/1,51.9063874702085/1,70.4658903643183/1,87.66939053456/1,96.2571399387139/1,115.660762683011/1,115.766012938373/1,127.997514470549/1,153.502887299967/1,170.523765747362/1,176.260640108955/1,179.718515492/1,182.487013959824/1,196.064262853253/1,205.415137895813/1,298.402764725912/1,321.201014640791/1,382.792264215186/1,441.430888661901/1 };days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.rf.above.1mm_sm_y1_a20=[0|3.46)
0.202247191011236;0.00843178223381797;1.06121934197499;1.36073317090446;-131.269513865243;-457.128736806264;-238.863861082736;300.105371254284;Wine_mhl={ -457.128736806264/1,-424.374361593462/1,-421.71998638066/1,-315.877984337759/1,-302.847987742594/1,-301.725236636022/1,-284.074484167517/1,-260.777861763704/1,-242.283234593121/1,-235.444487572352/1,-187.763861082737/1,-180.328859380319/1,-92.8164862104179/1,-32.6849846782422/1,20.801137214846/1,301.804514811032/1,481.818638066055/1,572.573013278857/1 };iaf_fl_y1_a10=[0.739|0.878)|swa_fl_y1_a30=[390|404]
0.258426966292135;0.00888654782930672;0.852879694017323;-0.0610497574771867;112.775253364126;-233.435859720803;115.766012938373;152.048797540862;Wine_mhl={ -233.435859720803/1,-133.07973442288/1,-96.118236295539/1,-1.39186244467055/1,37.1695131086151/1,41.0992645556698/1,42.9272659176039/1,51.9063874702085/1,70.4658903643183/1,87.66939053456/1,96.2571399387139/1,115.766012938373/1,127.997514470549/1,153.502887299967/1,170.523765747362/1,176.260640108955/1,179.718515492/1,182.487013959824/1,196.064262853253/1,205.415137895813/1,298.402764725912/1,382.792264215186/1,441.430888661901/1 };days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)
0.213483146067416;0.0095107361494048;2.19627207444433;1.19056324314685;192.379711485046;-133.07973442288;170.523765747362;213.434620234088;Wine_mhl={ -133.07973442288/1,-96.118236295539/1,-1.39186244467055/1,34.8483895131094/1,70.4658903643183/1,115.660762683011/1,118.441389172626/1,127.997514470549/1,153.502887299967/1,170.523765747362/1,176.260640108955/1,182.487013959824/1,205.415137895813/1,266.637889002384/1,291.927388491659/1,298.402764725912/1,301.804514811032/1,614.35013959823/1,757.07826353422/1 };swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_hv_y0_a10=[0|2.27)|days.rf.above.1mm_sm_y1_a20=[0|3.46)
0.247191011235955;0.010992533917908;0.415350892510856;-0.128603476876231;114.571207478256;-233.435859720803;115.713387810692;160.980510477468;Wine_mhl={ -233.435859720803/1,-133.07973442288/1,-96.6656111678574/1,-96.118236295539/1,41.0992645556698/1,42.9272659176039/1,70.4658903643183/1,87.66939053456/1,96.2571399387139/1,109.643139257747/1,115.660762683011/1,115.766012938373/1,127.997514470549/1,153.502887299967/1,170.523765747362/1,176.260640108955/1,182.487013959824/1,196.064262853253/1,248.116887980934/1,321.201014640791/1,382.792264215186/1,441.430888661901/1 };days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.tempMax.above.35_sm_y1_b20=[0|3.66)
0.213483146067416;0.0113667373957575;0.667005524632382;-0.134587530129091;118.919586760569;-233.435859720803;115.766012938373;163.532231276182;Wine_mhl={ -233.435859720803/1,-133.07973442288/1,-96.118236295539/1,41.0992645556698/1,42.9272659176039/1,70.4658903643183/1,87.66939053456/1,96.2571399387139/1,115.660762683011/1,115.766012938373/1,127.997514470549/1,153.502887299967/1,170.523765747362/1,176.260640108955/1,182.487013959824/1,196.064262853253/1,321.201014640791/1,382.792264215186/1,441.430888661901/1 };days.rf.above.1mm_fl_y1_a20=[0|3.33)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.rf.above.1mm_sm_y1_a20=[0|3.46)
0.325842696629214;0.0134048765448084;0.769541527400679;0.556321828576212;-131.85412395947;-457.128736806264;-141.244610146407;196.45392125245;Wine_mhl={ -457.128736806264/1,-424.374361593462/1,-421.71998638066/1,-407.288484848484/1,-362.646360231528/1,-301.725236636022/1,-260.777861763704/1,-250.146237657473/1,-218.786734763363/1,-169.109485869935/1,-159.693735103847/1,-159.637487231868/1,-150.905985699693/1,-141.560360912495/1,-141.244610146407/1,-139.455110657132/1,-104.927109295198/1,-96.6656111678574/1,-92.8164862104179/1,-84.286612189308/1,-46.0234865509015/1,-45.2533605720114/1,-37.5322369765058/1,-14.0761116785827/1,-10.4708614232202/1,47.9623901940765/1,221.520388151175/1,222.208014981274/1,382.792264215186/1 };swa_hv_y1_b20=[141|231]|days.maxTemp.above.35_fl_y1_a10=[0|0.643)
0.325842696629214;0.0134048765448084;0.769541527400679;0.556321828576212;-131.85412395947;-457.128736806264;-141.244610146407;196.45392125245;Wine_mhl={ -457.128736806264/1,-424.374361593462/1,-421.71998638066/1,-407.288484848484/1,-362.646360231528/1,-301.725236636022/1,-260.777861763704/1,-250.146237657473/1,-218.786734763363/1,-169.109485869935/1,-159.693735103847/1,-159.637487231868/1,-150.905985699693/1,-141.560360912495/1,-141.244610146407/1,-139.455110657132/1,-104.927109295198/1,-96.6656111678574/1,-92.8164862104179/1,-84.286612189308/1,-46.0234865509015/1,-45.2533605720114/1,-37.5322369765058/1,-14.0761116785827/1,-10.4708614232202/1,47.9623901940765/1,221.520388151175/1,222.208014981274/1,382.792264215186/1 };swa_hv_y1_b20=[141|231]|days.maxTemp.above.35_fl_y1_a20=[0|1.29)
0.202247191011236;0.015596877127379;5.07631867830338;1.46564301401999;136.755916846367;-245.311235955055;91.9632652366369;201.966244830166;Wine_mhl={ -245.311235955055/1,-33.7042356145718/1,-1.39186244467055/1,34.8483895131094/1,42.9272659176039/1,51.9063874702085/1,55.2746407899226/1,70.4658903643183/1,87.66939053456/1,115.660762683011/1,127.809765066395/1,153.502887299967/1,182.487013959824/1,205.415137895813/1,266.637889002384/1,291.927388491659/1,298.402764725912/1,757.07826353422/1 };swa_hv_y1_b20=[74.2|101)|days.rf.above.1mm_hv_y1_c10=[0|2.6)|days.rf.above.1mm_sm_y1_a20=[0|3.46)
0.224719101123595;0.0156506805712746;-0.363104519074114;-0.187300410291909;123.163939053457;-159.637487231868;116.699325842698;147.663800336277;Wine_mhl={ -159.637487231868/1,-125.795362614912/1,-84.286612189308/1,20.801137214846/1,34.8483895131094/1,42.9272659176039/1,55.2746407899226/1,83.4588900238347/1,87.66939053456/1,115.766012938373/1,127.809765066395/1,153.502887299967/1,176.260640108955/1,196.064262853253/1,221.520388151175/1,222.208014981274/1,266.637889002384/1,301.804514811032/1,343.651889683351/1,382.792264215186/1 };tm_fl_y0_b10=[16|18)|days.tempMax.above.35_sm_y1_b20=[0|3.66)|days.rf.above.1mm_sm_y1_a20=[0|3.46)|days.maxTemp.above.35_fl_y1_a10=[0|0.643)
