Sup;Conf;Lift;Conv;Chi2;Lapl;Leve;Jacc;Cosi;Phi;MI;WRA;Entp;Gini;Cons;Ant
0.043;0.23243243243243245;0.8837735073476518;0.9601760563380283;1.0942401477537502;0.23529411764705882;-0.005655000000000007;0.10617283950617284;0.19494168568048506;-0.033079300895783044;0.07485119303565642;-0.0056549999999999994;5.584956964223009E-4;2.1209766207919145E-4;tomatoes;oranges
0.028;0.2153846153846154;0.818952910207663;0.9393137254901961;1.7478149781103347;0.2196969696969697;-0.0061900000000000045;0.07671232876712329;0.1514288000540669;-0.04180687716285847;0.3019931912795371;-0.00619;9.063426429485322E-4;3.387807250221364E-4;tomatoes;peaches
0.026;0.2047244094488189;0.7784198077901858;0.9267227722772277;2.548822588937279;0.20930232558139536;-0.007401000000000001;0.07142857142857142;0.14226354066500957;-0.05048586523906745;0.32410617861299207;-0.007401000000000002;0.0013342136704996843;4.940408312362754E-4;tomatoes;bananas
0.062;0.18452380952380953;0.70161144305631;0.9037664233576642;16.077695046450145;0.1863905325443787;-0.026368000000000016;0.1154562383612663;0.20856631911574605;-0.1267978511113267;0.058785154383483015;-0.026368000000000003;0.008374140560782783;0.0031163557085484017;tomatoes;confectionery
0.025;0.6097560975609756;2.1546151857278293;1.8373125000000001;22.496090975745783;0.6046511627906976;0.013397000000000003;0.08361204013377926;0.23208916313174927;0.1499869693531601;3.2015466103258765;0.013397000000000001;0.009923350589645552;0.004564704315979662;potatoes;carrots  &  onions
0.028;0.5283018867924528;1.8667911194079607;1.52004;16.596712724794724;0.5272727272727272;0.013001000000000002;0.09090909090909091;0.22862666367557152;0.12882822953372733;2.203709296382177;0.013001;0.007454023783131314;0.0033676555757008453;potatoes;onions  &  lettuce
0.02;0.5128205128205128;1.812086617740328;1.4717368421052632;10.563630624780032;0.5121951219512195;0.008963000000000002;0.06622516556291391;0.19037261450851212;0.10277952434595151;3.397825289217848;0.008962999999999999;0.004754548285796023;0.002143476853704862;potatoes;onions  &  confectionery
0.029;0.5;1.76678445229682;1.4340000000000002;14.288642398007402;0.5;0.012586000000000003;0.09294871794871795;0.22635536025596517;0.11953510947837631;1.917121435722174;0.012586000000000002;0.006470548436610879;0.002899322717622166;potatoes;onions  &  tomatoes
0.021;0.4666666666666667;1.6489988221436986;1.344375;7.833651361501409;0.46808510638297873;0.008265000000000003;0.06840390879478828;0.18608862207297272;0.0885079169425053;2.7758575745514382;0.008265000000000002;0.003578599584964204;0.0015895340314137085;potatoes;carrots  &  lettuce
0.082;0.43386243386243384;1.5330828051676109;1.2664766355140187;26.139518207189656;0.43455497382198954;0.02851300000000001;0.21025641025641026;0.35455999495676904;0.16167720373382782;0.1275340070439669;0.028513;0.012296765460355297;0.00530399577893903;potatoes;onions
0.068;0.38857142857142857;1.3730439172135287;1.1726635514018693;11.651217396593449;0.3898305084745763;0.018475000000000012;0.17435897435897435;0.3055601190772774;0.10794080505811258;0.1565934734382983;0.018475000000000002;0.00555193923538061;0.0023641601731603235;potatoes;carrots
0.033;0.38823529411764707;1.3718561629598838;1.1720192307692308;5.070083114489119;0.39080459770114945;0.008945000000000002;0.09850746268656717;0.2127704241140581;0.07120451611020975;0.9931835222196655;0.008945000000000003;0.002396587106726633;0.001028775634844159;potatoes;carrots  &  tomatoes
0.043;0.38738738738738737;1.3688600261038424;1.1703970588235295;6.705199176146738;0.3893805309734513;0.011587;0.1225071225071225;0.24261282143049495;0.08188528058293956;0.576988588572001;0.011587000000000002;0.003177438191473425;0.0013605586700311534;potatoes;lettuce  &  tomatoes
0.02;0.37037037037037035;1.3087292239235702;1.1387647058823531;2.1474614960612324;0.375;0.004718000000000002;0.06309148264984227;0.16178561270543004;0.04634071100081691;2.112145842195223;0.004718;0.0010212232592564652;4.357435596272774E-4;potatoes;corn
0.03;0.35294117647058826;1.247141966327167;1.1080909090909095;2.239536303838867;0.3563218390804598;0.005944999999999999;0.08875739644970414;0.19342765828550737;0.047323739326461355;0.9886430006045723;0.005945000000000005;0.0010761380264066034;4.5442655094818374E-4;potatoes;peas
0.024;0.34782608695652173;1.2290674450760486;1.0994000000000002;1.534947173410461;0.352112676056338;0.004473000000000001;0.07317073170731707;0.17174870794805172;0.03917840187412527;1.4286666633061913;0.004473000000000001;7.388700567644291E-4;3.1145766590390256E-4;potatoes;beans
0.075;0.3456221198156682;1.2212795753203824;1.0956971830985915;5.356090545124119;0.3470319634703196;0.013589000000000004;0.17647058823529413;0.30264825812984397;0.07318531645845441;0.04959344447104727;0.013589000000000006;0.0026035472910473922;0.001086809688601642;potatoes;lettuce
0.066;0.2986425339366516;1.055273971507603;1.0223032258064517;0.3421081626692708;0.3004484304932735;0.0034570000000000017;0.1506849315068493;0.26390923083420514;0.018496166161377108;0.039084601131810795;0.0034570000000000043;1.6973892519811518E-4;6.941750939537528E-5;potatoes;apples
0.077;0.29277566539923955;1.0345429872764649;1.0138225806451613;0.16806424380151555;0.2943396226415094;0.002571000000000004;0.16417910447761194;0.28224069518814576;0.01296395941838434;0.0036443375743833877;0.002571000000000008;8.366507639212539E-5;3.4102083774079084E-5;potatoes;tomatoes
0.283;0.283;1.0;1.0;0.0;0.2834331337325349;0.0;0.283;0.5319774431308155;0.0;-1.0;0.0;0.0;0.0;potatoes;
0.035;0.28225806451612906;0.997378319844979;0.9989662921348316;3.84011536943533E-4;0.2857142857142857;-9.199999999999486E-5;0.09408602150537634;0.18683747267230483;-6.196866441545227E-4;0.43500286429592694;-9.199999999999341E-5;1.9209310364587395E-7;7.792016509799993E-8;potatoes;plums
0.035;0.2755905511811024;0.9738182020533653;0.9897717391304348;0.039360054490412834;0.27906976744186046;-9.409999999999905E-4;0.09333333333333334;0.18461754269805397;-0.006273759199268946;0.4091132581170656;-9.409999999999954E-4;1.977038576683743E-5;7.986588016817286E-6;potatoes;bananas
0.035;0.2692307692307692;0.9513454743136722;0.9811578947368421;0.13961685980622754;0.2727272727272727;-0.001789999999999993;0.09259259259259259;0.18247490677070788;-0.011815957845482802;0.3848058691016637;-0.0017899999999999984;7.041013250563832E-5;2.8329796640247373E-5;potatoes;peaches
0.021;0.25609756097560976;0.9049383780056883;0.9638360655737707;0.31860228882667774;0.2619047619047619;-0.002205999999999996;0.061046511627906974;0.13785392971591146;-0.017849433851712945;1.0535592479875113;-0.0022059999999999975;1.6226081338754916E-4;6.464790902804829E-5;potatoes;grapes
0.047;0.25405405405405407;0.8977175054913572;0.9611956521739132;0.9373116651586483;0.25668449197860965;-0.005354999999999992;0.11163895486935867;0.20540867254839507;-0.03061554613523409;0.11420257969232271;-0.005354999999999993;4.766756412549755E-4;1.9019084728910673E-4;potatoes;oranges
0.074;0.22023809523809523;0.7782264849402659;0.9195114503816795;9.823309735972494;0.22189349112426035;-0.021087999999999996;0.13577981651376148;0.23997658195244734;-0.09911261138711103;0.030572931251998368;-0.021087999999999996;0.0050459934050281485;0.001993257601835774;potatoes;confectionery
0.336;0.336;1.0;1.0;0.0;0.33632734530938124;0.0;0.336;0.5796550698475775;0.0;-1.0;0.0;0.0;0.0;confectionery;
0.025;0.29411764705882354;0.8753501400560224;0.9406666666666667;0.7303863016007635;0.2988505747126437;-0.003560000000000004;0.06313131313131314;0.14793158385348465;-0.027025660058558526;1.464312768190133;-0.003560000000000001;3.726860487704986E-4;1.62952105432268E-4;confectionery;peas
0.022;0.2682926829268293;0.7984901277584204;0.9074666666666665;1.8354181606905569;0.27380952380952384;-0.005552000000000005;0.05555555555555555;0.13253974049576697;-0.04284178054995566;1.556495282263627;-0.0055520000000000005;9.502199518980348E-4;4.0948913332272685E-4;confectionery;grapes
0.074;0.26148409893992935;0.7782264849402659;0.8991004784688995;9.823309735972494;0.2631578947368421;-0.021087999999999996;0.13577981651376148;0.23997658195244734;-0.09911261138711103;0.030572931251998368;-0.021087999999999996;0.005045993405028204;0.0021916196953344347;confectionery;potatoes
0.046;0.24864864864864866;0.7400257400257401;0.8837410071942445;7.763293741562645;0.25133689839572193;-0.01616;0.0968421052631579;0.18450253125955762;-0.08810955533631211;0.26121225559491246;-0.01616;0.0040413785199728824;0.0017320218869176784;confectionery;oranges
0.031;0.2440944881889764;0.7264716910386202;0.8784166666666666;5.5076360807443265;0.24806201550387597;-0.011672000000000002;0.07175925925925926;0.15006872566326812;-0.07421344945994848;0.6920403725694991;-0.011672000000000002;0.002886169172760855;0.0012287756401583305;confectionery;bananas
0.02;0.24390243902439024;0.7259001161440185;0.8781935483870966;3.395940498727545;0.25;-0.007552000000000003;0.05025125628140704;0.12049067317796996;-0.05827469861550163;1.559438153694633;-0.007552000000000002;0.0017848980301192752;7.57647909028103E-4;confectionery;onions  &  potatoes
0.053;0.2398190045248869;0.7137470372764491;0.8734761904761904;11.763213912746872;0.242152466367713;-0.021256000000000004;0.10515873015873016;0.19449574025065894;-0.10845835105120713;0.1376154816951504;-0.021256000000000004;0.006136571860022255;0.0026244200767894243;confectionery;apples
0.062;0.23574144486692014;0.7016114430563098;0.8688159203980099;16.077695046450145;0.23773584905660378;-0.026368000000000016;0.1154562383612663;0.20856631911574605;-0.1267978511113267;0.058785154383482995;-0.02636800000000001;0.008374140560782728;0.003586998075643222;confectionery;tomatoes
0.029;0.23387096774193547;0.6960445468509984;0.8666947368421052;6.617724078985386;0.23809523809523808;-0.012663999999999998;0.06728538283062645;0.14207495155261873;-0.08134939507448954;0.7298463062853257;-0.012664000000000003;0.0034910814856556893;0.0014764407129179702;confectionery;plums
0.025;0.22522522522522523;0.6703131703131703;0.8570232558139534;6.867451681578835;0.23008849557522124;-0.012296000000000001;0.05924170616113744;0.12945203458358334;-0.08287008918529551;0.9136848906818065;-0.012296000000000001;0.003647342144500798;0.0015321559399669171;confectionery;lettuce  &  tomatoes
0.048;0.22119815668202766;0.6583278472679395;0.8525917159763313;16.37149492387384;0.2237442922374429;-0.024912000000000004;0.09504950495049505;0.1777631476680729;-0.12795114272203215;0.1534758380796583;-0.024912;0.008635197399302075;0.00365254600349596;confectionery;lettuce
0.039;0.20634920634920634;0.6141345427059712;0.8366399999999998;17.558360133876224;0.2094240837696335;-0.024504000000000005;0.08024691358024691;0.15476190476190477;-0.13250796253009184;0.25445662795189433;-0.024504000000000005;0.009376406230127143;0.003917340379308243;confectionery;onions
0.036;0.2057142857142857;0.6122448979591836;0.8359712230215827;16.138766569059165;0.20903954802259886;-0.0228;0.07578947368421053;0.14846149779161807;-0.12703844524024674;0.3204751182850669;-0.022800000000000004;0.008635131566470555;0.0036006233766234796;confectionery;carrots
0.024;0.18461538461538463;0.5494505494505495;0.8143396226415094;15.349004962631884;0.1893939393939394;-0.019680000000000003;0.05429864253393665;0.11483385035264292;-0.12389110122455078;0.6720247294695183;-0.019680000000000003;0.008385140798174762;0.003424424403183024;confectionery;peaches
0.031;0.14285714285714285;1.6806722689075628;1.0675;11.928117770567809;0.1461187214611872;0.012555;0.11439114391143912;0.22825608499256805;0.10921592269704912;0.514426018336394;0.012554999999999997;0.005321549572757184;9.277093596058439E-4;peas;lettuce
0.022;0.1164021164021164;1.3694366635543105;1.0355389221556885;2.95473657724705;0.12041884816753927;0.005934999999999996;0.0873015873015873;0.17357305838808865;0.05435748869518392;0.3336348677640366;0.005934999999999998;0.001371640654542483;2.2980463729538325E-4;peas;onions
0.028;0.10646387832699619;1.2525162156117198;1.0240212765957448;2.1138036154965256;0.10943396226415095;0.005644999999999997;0.0875;0.18727107100972154;0.04597612005700919;0.8272330855360968;0.005644999999999997;0.001011962578121084;1.644010761951975E-4;peas;tomatoes
0.03;0.10600706713780919;1.2471419663271668;1.023498023715415;2.239536303838867;0.10877192982456141;0.005944999999999999;0.08875739644970414;0.19342765828550737;0.047323739326461355;0.9886430006045724;0.005944999999999999;0.0010761380264067144;1.741799360310825E-4;peas;potatoes
0.031;0.164021164021164;1.3227513227513228;1.047873417721519;3.43632783993351;0.16753926701570682;0.007564000000000001;0.1099290780141844;0.2024976320979853;0.058620199930855876;0.09076695503163126;0.007563999999999999;0.0016146134501393572;3.73267675284894E-4;plums;onions
0.042;0.1596958174904943;1.287869495891083;1.0424796380090497;4.18597985698142;0.16226415094339622;0.009388;0.12173913043478261;0.23257368472685272;0.0646991488118771;0.34823536225632756;0.009388000000000002;0.001999020800624085;4.546978759847331E-4;plums;tomatoes
0.02;0.15384615384615385;1.240694789081886;1.0352727272727273;1.2253920401481608;0.1590909090909091;0.0038800000000000015;0.08547008547008547;0.15752427045264397;0.035005600125525095;0.002415914619251375;0.0038800000000000015;5.807777335417041E-4;1.3310698496915574E-4;plums;peaches
0.028;0.15135135135135136;1.2205754141238012;1.0322292993630573;1.563312877085516;0.15508021390374332;0.005060000000000002;0.099644128113879;0.18486782195792334;0.039538751587341735;0.07885118754411233;0.005060000000000002;7.475895629753815E-4;1.6981329796061928E-4;plums;oranges
0.03;0.1382488479262673;1.1149100639215104;1.0165347593582887;0.5180022942512842;0.1415525114155251;0.003092000000000001;0.09646302250803858;0.18288603532704545;0.022759663755233396;0.16737433954641595;0.0030920000000000027;2.5322057121845987E-4;5.626748121079217E-5;plums;lettuce
0.03;0.13574660633484162;1.0947306962487227;1.013591623036649;0.36037433464880725;0.13901345291479822;0.0025959999999999976;0.09523809523809523;0.18122340049635335;0.018983527982142995;0.18039281948426888;0.002595999999999998;1.768673678729793E-4;3.914530172699493E-5;plums;apples
0.022;0.12571428571428572;1.0138248847926268;1.0019607843137255;0.005738847983655771;0.12994350282485875;3.0000000000000165E-4;0.07942238267148015;0.14934573132646872;0.0023955892769120138;0.055044345326126;3.0000000000000165E-4;2.8605468149756064E-6;6.233766235430593E-7;plums;carrots
0.124;0.124;1.0;1.0;0.0;0.124750499001996;0.0;0.124;0.35213633723318016;0.0;-1.0;0.0;0.0;0.0;plums;
0.035;0.12367491166077739;0.9973783198449789;0.9996290322580645;3.84011536943533E-4;0.12631578947368421;-9.199999999999486E-5;0.09408602150537634;0.18683747267230483;-6.196866441545227E-4;0.43500286429592694;-9.199999999999848E-5;1.9209310386791856E-7;4.171286938081664E-8;plums;potatoes
