Ant_sup;pvalue;Kurt;Skew;Mean;Mode;Median;Stdev;Dist;Subgroup
0.26136363636363635;7.557084493773361E-4;-0.05385211402669654;0.04213194933813495;128.05554221101903;-99.0566728892959;110.864336409426;103.10061112405933;Wine_mhl={ -99.0566728892959/1,-7.36951674826423/1,32.7460489239554/1,34.3701771688206/1,40.7406052974529/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  rf_hv_y1_b10=[-Inf|26.2)
0.2159090909090909;7.835811895492447E-4;-0.5918366101529915;0.37853208244632924;147.22815245379834;-7.36951674826423;128.88574284104;93.24874208284635;Wine_mhl={ -7.36951674826423/1,34.3701771688206/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  swa_fl_y1_a15=[-Inf|388.336)  &  rf_hv_y1_b10=[-Inf|26.2)
0.20454545454545456;9.16742054250518E-4;0.9498034058453388;-0.47013332234351574;152.6564276531294;-99.0566728892959;160.1602536895495;102.37468737185391;Wine_mhl={ -99.0566728892959/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  iaf_fl_y1_a10=[0.868673|Inf]  &  rf_hv_y1_b10=[-Inf|26.2)  &  days.rf.above.1mm_fl_y1_c15=[-Inf|5)
0.25;0.0012466736266048685;0.045240727732923425;-0.053336614890007884;132.38779190588556;-99.0566728892959;112.93340363143301;103.3619134694878;Wine_mhl={ -99.0566728892959/1,-7.36951674826423/1,34.3701771688206/1,40.7406052974529/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  days.rf.above.1mm_fl_y1_c15=[-Inf|5)  &  rf_hv_y1_b10=[-Inf|26.2)
0.2159090909090909;0.0013698046928484716;0.5250146426215259;-0.3223868931025919;146.34535508843607;-99.0566728892959;146.807914479942;103.22347339410858;Wine_mhl={ -99.0566728892959/1,32.7460489239554/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  iaf_fl_y1_a10=[0.868673|Inf]  &  rf_hv_y1_b10=[-Inf|26.2)
0.22727272727272727;0.0022022894966540795;1.3022940300350268;-0.5833812713253739;131.2717904001268;-171.899088619632;112.93340363143301;115.45470481078851;Wine_mhl={ -171.899088619632/1,-7.36951674826423/1,34.3701771688206/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  swa_fl_y1_a15=[-Inf|388.336)
0.2159090909090909;0.0023457180282372035;3.7969866238267387;0.5057689755828799;140.23886382637914;-231.762116515798;146.807914479942;168.13754587036365;Wine_mhl={ -231.762116515798/1,-130.569119615372/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,127.399749040188/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,190.923480152162/1,200.393908280794/1,243.334764538059/1,298.522317811982/1,614.111033426085/1 };iaf_bb_y1_c10=[0.00145449|Inf]  &  days.rf.above.1mm_fl_y1_a20=[-Inf|4)
0.2159090909090909;0.0023457180282372035;1.2138356539931103;-0.8888642429570295;135.57455837561565;-171.899088619632;146.807914479942;124.26720106444766;Wine_mhl={ -171.899088619632/1,-99.0566728892959/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,173.512592899157/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1,321.081461554718/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  iaf_fl_y1_a10=[0.868673|Inf]  &  days.rf.above.1mm_fl_y1_c15=[-Inf|5)
0.20454545454545456;0.002413007486656655;2.506094170474552;-0.7980452646875855;106.06844603532426;-171.899088619632;109.24468801732999;101.28021470933245;Wine_mhl={ -171.899088619632/1,32.7460489239554/1,34.3701771688206/1,40.7406052974529/1,45.6896269944712/1,46.394305413686/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  swa_hv_y1_b20=[80.2734|135.171)
0.20454545454545456;0.002413007486656655;0.7557484164507553;-0.32059179974747054;132.07158058696223;-99.0566728892959;112.93340363143301;97.15151215767918;Wine_mhl={ -99.0566728892959/1,32.7460489239554/1,40.7406052974529/1,45.6896269944712/1,84.4153147124081/1,96.9744584551435/1,108.447608397027/1,110.041767637633/1,110.864336409426/1,128.88574284104/1,146.807914479942/1,177.456170969672/1,180.454611496601/1,181.990024127363/1,200.393908280794/1,243.334764538059/1,288.579902081646/1,298.522317811982/1 };days.rf.above.1mm_fl_y1_a20=[-Inf|4)  &  iaf_fl_y0_b30=[0.279965|0.41312)  &  tm_fl_y1_b10=[15.635|20.475)  &  rf_hv_y1_b10=[-Inf|26.2)
